name,index,slug,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,Date
Jared Terrell,891,terreja01,MINNESOTA TIMBERWOLVES,HOME,LOS ANGELES LAKERS,WIN,88,0,1,0,1,0,0,0,0,0,0,0,1,0,-1.7,2019-01-06
Jared Terrell,3348,terreja01,MINNESOTA TIMBERWOLVES,AWAY,PHOENIX SUNS,WIN,336,2,3,1,1,0,0,0,0,1,0,0,1,1,3.0,2019-01-22
Jared Terrell,3629,terreja01,MINNESOTA TIMBERWOLVES,AWAY,LOS ANGELES LAKERS,WIN,587,4,5,2,3,0,0,0,0,0,0,0,2,0,6.1,2019-01-24
Jared Terrell,3849,terreja01,MINNESOTA TIMBERWOLVES,AWAY,UTAH JAZZ,LOSS,755,0,2,0,1,0,0,0,1,2,0,0,1,2,-1.5,2019-01-25
Jared Terrell,4123,terreja01,MINNESOTA TIMBERWOLVES,HOME,UTAH JAZZ,LOSS,801,1,4,0,2,0,0,0,0,2,1,0,0,3,0.8,2019-01-27
Jared Terrell,9532,terreja01,MINNESOTA TIMBERWOLVES,HOME,NEW YORK KNICKS,WIN,102,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,2019-03-10
Jared Terrell,10100,terreja01,MINNESOTA TIMBERWOLVES,AWAY,UTAH JAZZ,LOSS,183,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0,2019-03-14
Jared Terrell,10596,terreja01,MINNESOTA TIMBERWOLVES,AWAY,HOUSTON ROCKETS,LOSS,188,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.7,2019-03-17
Jared Terrell,11996,terreja01,MINNESOTA TIMBERWOLVES,HOME,LOS ANGELES CLIPPERS,LOSS,97,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4,2019-03-26
Jarell Martin,246,martija01,ORLANDO MAGIC,AWAY,CHICAGO BULLS,WIN,228,1,1,0,0,1,1,0,0,0,0,0,0,0,2.7,2019-01-02
Jarell Martin,547,martija01,ORLANDO MAGIC,AWAY,MINNESOTA TIMBERWOLVES,LOSS,225,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7,2019-01-04
Jarell Martin,881,martija01,ORLANDO MAGIC,AWAY,LOS ANGELES CLIPPERS,LOSS,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-01-06
Jarell Martin,1026,martija01,ORLANDO MAGIC,AWAY,SACRAMENTO KINGS,LOSS,370,2,2,0,0,0,0,0,3,0,0,0,1,1,2.9,2019-01-07
Jarell Martin,2857,martija01,ORLANDO MAGIC,HOME,MILWAUKEE BUCKS,LOSS,1121,4,7,4,5,0,0,0,2,2,0,0,1,3,8.5,2019-01-19
Jarell Martin,3189,martija01,ORLANDO MAGIC,AWAY,ATLANTA HAWKS,WIN,974,3,5,2,3,0,0,0,1,0,0,1,1,2,4.9,2019-01-21
Jarell Martin,6050,martija01,ORLANDO MAGIC,AWAY,MILWAUKEE BUCKS,WIN,186,0,1,0,1,0,0,0,1,0,0,0,0,0,-0.4,2019-02-09
Jarell Martin,6143,martija01,ORLANDO MAGIC,AWAY,ATLANTA HAWKS,WIN,460,2,5,2,4,0,0,0,3,0,0,0,1,1,2.8,2019-02-10
Jarell Martin,6444,martija01,ORLANDO MAGIC,AWAY,NEW ORLEANS PELICANS,WIN,232,1,1,1,1,0,0,0,1,0,0,0,0,3,1.8,2019-02-12
Jarell Martin,6734,martija01,ORLANDO MAGIC,HOME,CHARLOTTE HORNETS,WIN,321,2,3,2,3,0,0,0,1,1,0,0,0,0,5.7,2019-02-14
Jarell Martin,8739,martija01,ORLANDO MAGIC,AWAY,PHILADELPHIA 76ERS,LOSS,713,2,3,1,1,0,1,0,4,1,0,1,0,0,5.9,2019-03-05
Jarell Martin,9515,martija01,ORLANDO MAGIC,AWAY,MEMPHIS GRIZZLIES,LOSS,401,1,3,1,2,0,0,1,1,0,0,0,0,1,1.9,2019-03-10
Jarell Martin,10054,martija01,ORLANDO MAGIC,HOME,CLEVELAND CAVALIERS,WIN,247,2,3,2,3,0,0,0,1,0,0,0,0,2,4.2,2019-03-14
Jarell Martin,11093,martija01,ORLANDO MAGIC,HOME,NEW ORLEANS PELICANS,WIN,388,0,3,0,3,0,0,2,1,0,0,0,0,2,-1.2,2019-03-20
Jarell Martin,11799,martija01,ORLANDO MAGIC,HOME,PHILADELPHIA 76ERS,WIN,218,0,1,0,1,0,0,0,1,0,0,0,0,2,-1.2,2019-03-25
Jarell Martin,12276,martija01,ORLANDO MAGIC,AWAY,DETROIT PISTONS,LOSS,135,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,2019-03-28
Jaren Jackson,113,jacksja02,MEMPHIS GRIZZLIES,HOME,DETROIT PISTONS,LOSS,2109,8,11,2,2,8,8,3,7,2,0,0,2,6,22.7,2019-01-02
Jaren Jackson,422,jacksja02,MEMPHIS GRIZZLIES,HOME,BROOKLYN NETS,LOSS,1846,9,15,0,3,1,1,2,2,2,0,2,3,5,11.9,2019-01-04
Jaren Jackson,610,jacksja02,MEMPHIS GRIZZLIES,AWAY,SAN ANTONIO SPURS,LOSS,2021,5,8,1,3,4,5,2,5,1,4,0,2,3,15.4,2019-01-05
Jaren Jackson,1007,jacksja02,MEMPHIS GRIZZLIES,AWAY,NEW ORLEANS PELICANS,LOSS,1296,6,11,0,1,0,0,0,1,0,0,0,1,5,4.0,2019-01-07
Jaren Jackson,1378,jacksja02,MEMPHIS GRIZZLIES,HOME,SAN ANTONIO SPURS,WIN,1088,5,9,2,5,0,0,0,2,0,0,1,3,4,4.4,2019-01-09
Jaren Jackson,1773,jacksja02,MEMPHIS GRIZZLIES,AWAY,MIAMI HEAT,LOSS,1669,5,8,1,2,2,2,0,5,2,3,2,1,2,14.9,2019-01-12
Jaren Jackson,2106,jacksja02,MEMPHIS GRIZZLIES,AWAY,HOUSTON ROCKETS,LOSS,1857,5,11,0,2,2,3,0,6,1,0,3,2,3,7.3,2019-01-14
Jaren Jackson,2424,jacksja02,MEMPHIS GRIZZLIES,HOME,MILWAUKEE BUCKS,LOSS,1277,2,7,0,1,3,3,1,4,0,2,1,1,4,4.9,2019-01-16
Jaren Jackson,2644,jacksja02,MEMPHIS GRIZZLIES,AWAY,BOSTON CELTICS,LOSS,1593,8,16,2,3,5,7,3,1,1,0,1,3,4,13.4,2019-01-18
Jaren Jackson,2840,jacksja02,MEMPHIS GRIZZLIES,AWAY,TORONTO RAPTORS,LOSS,1713,6,11,1,3,3,5,2,6,1,0,0,3,2,10.0,2019-01-19
Jaren Jackson,3166,jacksja02,MEMPHIS GRIZZLIES,HOME,NEW ORLEANS PELICANS,LOSS,1869,6,14,0,1,2,4,2,0,1,0,1,1,2,6.8,2019-01-21
Jaren Jackson,3442,jacksja02,MEMPHIS GRIZZLIES,HOME,CHARLOTTE HORNETS,LOSS,1533,4,9,1,2,6,6,0,1,1,1,1,0,4,11.4,2019-01-23
Jaren Jackson,3742,jacksja02,MEMPHIS GRIZZLIES,HOME,SACRAMENTO KINGS,LOSS,1597,3,8,0,0,5,6,2,1,1,0,1,0,4,7.7,2019-01-25
Jaren Jackson,3881,jacksja02,MEMPHIS GRIZZLIES,HOME,INDIANA PACERS,WIN,1869,8,14,0,2,4,5,2,4,2,1,0,1,3,15.8,2019-01-26
Jaren Jackson,4213,jacksja02,MEMPHIS GRIZZLIES,HOME,DENVER NUGGETS,LOSS,1529,4,10,0,2,0,0,3,4,0,2,3,2,6,5.6,2019-01-28
Jaren Jackson,4558,jacksja02,MEMPHIS GRIZZLIES,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1345,3,7,1,2,2,2,1,4,0,0,1,5,6,0.5,2019-01-30
Jaren Jackson,5087,jacksja02,MEMPHIS GRIZZLIES,AWAY,NEW YORK KNICKS,WIN,1544,5,11,1,2,5,8,5,2,2,0,0,0,5,12.6,2019-02-03
Jaren Jackson,5292,jacksja02,MEMPHIS GRIZZLIES,HOME,MINNESOTA TIMBERWOLVES,WIN,2254,6,14,4,7,7,10,0,6,3,1,2,3,4,16.1,2019-02-05
Jaren Jackson,5586,jacksja02,MEMPHIS GRIZZLIES,AWAY,OKLAHOMA CITY THUNDER,LOSS,2022,12,18,1,2,2,3,3,4,0,2,0,5,4,17.5,2019-02-07
Jaren Jackson,5940,jacksja02,MEMPHIS GRIZZLIES,HOME,NEW ORLEANS PELICANS,WIN,1624,4,13,2,4,4,5,0,3,1,2,1,0,2,9.6,2019-02-09
Jaren Jackson,6443,jacksja02,MEMPHIS GRIZZLIES,HOME,SAN ANTONIO SPURS,LOSS,1420,2,7,1,2,4,6,1,4,0,0,1,3,4,2.1,2019-02-12
Jaren Jackson,6598,jacksja02,MEMPHIS GRIZZLIES,AWAY,CHICAGO BULLS,LOSS,1658,5,10,2,4,0,0,0,2,0,0,1,1,2,6.5,2019-02-13
Jaron Blossomgame,281,blossja01,CLEVELAND CAVALIERS,HOME,MIAMI HEAT,LOSS,198,0,0,0,0,0,0,0,2,0,0,0,1,0,-0.4,2019-01-02
Jaron Blossomgame,1357,blossja01,CLEVELAND CAVALIERS,AWAY,NEW ORLEANS PELICANS,LOSS,304,3,3,0,0,0,0,1,0,0,0,0,0,0,5.8,2019-01-09
Jaron Blossomgame,1701,blossja01,CLEVELAND CAVALIERS,AWAY,HOUSTON ROCKETS,LOSS,292,1,1,0,0,0,0,0,1,0,0,0,0,0,2.0,2019-01-11
Jaron Blossomgame,2021,blossja01,CLEVELAND CAVALIERS,AWAY,LOS ANGELES LAKERS,WIN,549,1,3,0,0,0,0,2,1,0,0,0,0,2,1.2,2019-01-13
Jaron Blossomgame,2396,blossja01,CLEVELAND CAVALIERS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1713,4,8,0,2,0,0,0,10,1,0,2,0,2,8.3,2019-01-16
Jaron Blossomgame,2670,blossja01,CLEVELAND CAVALIERS,AWAY,UTAH JAZZ,LOSS,1452,4,4,0,0,3,4,1,4,0,0,0,0,4,9.7,2019-01-18
Jaron Blossomgame,2942,blossja01,CLEVELAND CAVALIERS,AWAY,DENVER NUGGETS,LOSS,1141,1,3,0,1,0,0,0,1,2,1,0,1,1,1.6,2019-01-19
Jaron Blossomgame,3175,blossja01,CLEVELAND CAVALIERS,HOME,CHICAGO BULLS,LOSS,1015,3,8,0,0,1,2,4,2,0,0,1,0,1,5.9,2019-01-21
Jaron Blossomgame,3529,blossja01,CLEVELAND CAVALIERS,AWAY,BOSTON CELTICS,LOSS,1293,2,4,1,2,0,0,1,2,0,0,1,2,1,2.6,2019-01-23
Jaron Blossomgame,3835,blossja01,CLEVELAND CAVALIERS,HOME,MIAMI HEAT,LOSS,194,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.4,2019-01-25
Jaron Blossomgame,5039,blossja01,CLEVELAND CAVALIERS,HOME,DALLAS MAVERICKS,LOSS,108,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.4,2019-02-02
Jaron Blossomgame,5364,blossja01,CLEVELAND CAVALIERS,HOME,BOSTON CELTICS,LOSS,1057,2,5,0,2,0,0,1,3,2,0,0,0,0,4.3,2019-02-05
Jaron Blossomgame,6055,blossja01,CLEVELAND CAVALIERS,AWAY,INDIANA PACERS,LOSS,882,1,6,0,5,0,0,0,2,0,0,0,0,0,-1.2,2019-02-09
Jarred Vanderbilt,3810,vandeja01,DENVER NUGGETS,HOME,PHOENIX SUNS,WIN,233,0,0,0,0,1,2,0,3,1,1,0,1,0,2.2,2019-01-25
Jarred Vanderbilt,5538,vandeja01,DENVER NUGGETS,AWAY,BROOKLYN NETS,LOSS,479,0,3,0,0,0,0,2,5,0,1,1,0,0,2.5,2019-02-06
Jarred Vanderbilt,6347,vandeja01,DENVER NUGGETS,HOME,MIAMI HEAT,WIN,113,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.4,2019-02-11
Jarred Vanderbilt,7037,vandeja01,DENVER NUGGETS,AWAY,DALLAS MAVERICKS,WIN,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7,2019-02-22
Jarred Vanderbilt,7375,vandeja01,DENVER NUGGETS,HOME,LOS ANGELES CLIPPERS,WIN,163,1,1,0,0,0,2,0,0,0,0,0,0,0,0.9,2019-02-24
Jarred Vanderbilt,7680,vandeja01,DENVER NUGGETS,HOME,OKLAHOMA CITY THUNDER,WIN,23,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0,2019-02-26
Jarred Vanderbilt,8978,vandeja01,DENVER NUGGETS,AWAY,LOS ANGELES LAKERS,WIN,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-03-06
Jarred Vanderbilt,9217,vandeja01,DENVER NUGGETS,AWAY,GOLDEN STATE WARRIORS,LOSS,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-03-08
Jarred Vanderbilt,9798,vandeja01,DENVER NUGGETS,HOME,MINNESOTA TIMBERWOLVES,WIN,213,1,2,0,1,1,1,0,1,1,0,0,0,1,2.6,2019-03-12
Jarred Vanderbilt,10773,vandeja01,DENVER NUGGETS,AWAY,BOSTON CELTICS,WIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-03-18
Jarred Vanderbilt,11358,vandeja01,DENVER NUGGETS,AWAY,NEW YORK KNICKS,WIN,191,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4,2019-03-22
Jarred Vanderbilt,11670,vandeja01,DENVER NUGGETS,AWAY,INDIANA PACERS,LOSS,561,2,3,0,0,0,0,2,0,0,1,0,2,1,2.7,2019-03-24
Jarred Vanderbilt,12282,vandeja01,DENVER NUGGETS,AWAY,HOUSTON ROCKETS,LOSS,305,0,2,0,0,0,0,1,2,0,0,0,0,0,-0.1,2019-03-28
Jarrett Allen,141,allenja01,BROOKLYN NETS,HOME,NEW ORLEANS PELICANS,WIN,1886,3,6,0,0,4,4,3,8,0,1,2,0,1,13.5,2019-01-02
Jarrett Allen,416,allenja01,BROOKLYN NETS,AWAY,MEMPHIS GRIZZLIES,WIN,1566,6,11,0,1,0,0,5,7,0,1,2,1,3,12.5,2019-01-04
Jarrett Allen,755,allenja01,BROOKLYN NETS,AWAY,CHICAGO BULLS,WIN,1411,6,8,0,0,7,9,0,6,0,0,2,1,2,16.4,2019-01-06
Jarrett Allen,965,allenja01,BROOKLYN NETS,AWAY,BOSTON CELTICS,LOSS,1439,2,5,0,0,2,2,1,7,2,1,1,1,0,8.2,2019-01-07
Jarrett Allen,1288,allenja01,BROOKLYN NETS,HOME,ATLANTA HAWKS,WIN,1528,4,4,0,0,3,4,1,4,1,1,3,2,3,11.9,2019-01-09
Jarrett Allen,1593,allenja01,BROOKLYN NETS,AWAY,TORONTO RAPTORS,LOSS,1340,4,7,0,0,1,2,3,9,0,1,2,0,1,12.1,2019-01-11
Jarrett Allen,2054,allenja01,BROOKLYN NETS,HOME,BOSTON CELTICS,WIN,1982,5,9,0,0,9,10,5,7,2,1,4,3,0,22.1,2019-01-14
Jarrett Allen,2324,allenja01,BROOKLYN NETS,AWAY,HOUSTON ROCKETS,WIN,2583,10,19,0,3,0,1,6,18,2,0,3,0,3,22.2,2019-01-16
Jarrett Allen,2676,allenja01,BROOKLYN NETS,AWAY,ORLANDO MAGIC,WIN,1533,2,6,0,0,2,3,1,9,2,1,4,1,3,8.6,2019-01-18
Jarrett Allen,3170,allenja01,BROOKLYN NETS,HOME,SACRAMENTO KINGS,WIN,1392,3,5,0,1,2,2,2,10,1,0,0,4,1,6.4,2019-01-21
Jarrett Allen,3459,allenja01,BROOKLYN NETS,HOME,ORLANDO MAGIC,WIN,1739,3,7,0,1,0,0,4,7,2,1,0,1,0,8.6,2019-01-23
Jarrett Allen,3820,allenja01,BROOKLYN NETS,HOME,NEW YORK KNICKS,WIN,1192,1,2,0,0,0,0,1,5,0,0,1,2,3,0.7,2019-01-25
Jarrett Allen,4190,allenja01,BROOKLYN NETS,AWAY,BOSTON CELTICS,LOSS,1349,3,6,0,1,0,0,4,6,1,2,1,1,1,9.6,2019-01-28
Jarrett Allen,4333,allenja01,BROOKLYN NETS,HOME,CHICAGO BULLS,WIN,1750,2,4,0,0,3,4,0,8,3,0,1,2,1,7.4,2019-01-29
Jarrett Allen,4606,allenja01,BROOKLYN NETS,AWAY,SAN ANTONIO SPURS,LOSS,1697,6,7,1,1,1,3,0,3,4,2,2,1,4,15.2,2019-01-31
Jarrett Allen,4908,allenja01,BROOKLYN NETS,AWAY,ORLANDO MAGIC,LOSS,1547,3,4,0,0,0,0,1,7,4,1,0,1,1,9.6,2019-02-02
Jarrett Allen,5178,allenja01,BROOKLYN NETS,HOME,MILWAUKEE BUCKS,LOSS,1436,4,7,0,1,0,0,5,6,1,0,4,2,1,11.1,2019-02-04
Jarrett Allen,5486,allenja01,BROOKLYN NETS,HOME,DENVER NUGGETS,WIN,1411,6,10,0,1,3,3,3,2,1,0,1,4,3,9.3,2019-02-06
Jarrett Allen,5751,allenja01,BROOKLYN NETS,HOME,CHICAGO BULLS,LOSS,1752,4,8,0,0,4,4,2,8,0,0,1,0,3,11.3,2019-02-08
Jarrett Allen,6230,allenja01,BROOKLYN NETS,AWAY,TORONTO RAPTORS,LOSS,1755,6,10,1,2,2,3,0,3,2,0,1,0,3,11.8,2019-02-11
Jarrett Allen,6515,allenja01,BROOKLYN NETS,AWAY,CLEVELAND CAVALIERS,WIN,2507,4,11,0,1,2,4,5,7,3,1,6,1,2,14.2,2019-02-13
Jarrett Allen,6811,allenja01,BROOKLYN NETS,HOME,PORTLAND TRAIL BLAZERS,LOSS,1363,4,7,0,0,4,4,2,9,1,1,0,2,6,10.1,2019-02-21
Jarrett Allen,7159,allenja01,BROOKLYN NETS,AWAY,CHARLOTTE HORNETS,WIN,1888,4,8,0,2,3,6,2,9,2,0,3,1,4,10.8,2019-02-23
Jarrett Allen,7471,allenja01,BROOKLYN NETS,HOME,SAN ANTONIO SPURS,WIN,1609,4,4,0,0,1,4,1,7,0,1,1,1,1,9.7,2019-02-25
Jarrett Allen,7752,allenja01,BROOKLYN NETS,HOME,WASHINGTON WIZARDS,LOSS,1346,6,9,0,1,0,1,1,5,0,1,3,0,2,12.2,2019-02-27
Jarrett Allen,8103,allenja01,BROOKLYN NETS,HOME,CHARLOTTE HORNETS,LOSS,1380,4,5,0,0,2,4,0,2,2,0,1,1,1,8.6,2019-03-01
Jarrett Allen,8308,allenja01,BROOKLYN NETS,AWAY,MIAMI HEAT,LOSS,1082,3,6,0,1,0,2,1,2,0,0,0,0,2,2.7,2019-03-02
Jarrett Allen,8588,allenja01,BROOKLYN NETS,HOME,DALLAS MAVERICKS,WIN,1256,4,5,0,1,0,0,1,3,0,1,0,0,1,8.3,2019-03-04
Jarrett Allen,8833,allenja01,BROOKLYN NETS,HOME,CLEVELAND CAVALIERS,WIN,1613,6,7,0,0,3,4,3,8,3,0,1,2,6,15.0,2019-03-06
Jarrett Allen,9249,allenja01,BROOKLYN NETS,AWAY,ATLANTA HAWKS,WIN,1782,5,6,0,0,10,16,7,5,2,1,1,1,2,23.1,2019-03-09
Jarrett Allen,9584,allenja01,BROOKLYN NETS,HOME,DETROIT PISTONS,WIN,1505,5,6,0,0,1,2,2,6,1,1,2,0,3,13.5,2019-03-11
Jarrett Allen,9890,allenja01,BROOKLYN NETS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1828,3,4,0,0,2,2,1,4,1,0,1,0,4,8.1,2019-03-13
Jarrett Allen,10348,allenja01,BROOKLYN NETS,AWAY,UTAH JAZZ,LOSS,1236,0,1,0,1,4,4,0,5,1,2,4,0,5,8.3,2019-03-16
Jarrett Allen,10475,allenja01,BROOKLYN NETS,AWAY,LOS ANGELES CLIPPERS,LOSS,1778,5,10,0,0,3,3,4,7,0,0,2,1,1,12.9,2019-03-17
Jarrett Allen,10829,allenja01,BROOKLYN NETS,AWAY,SACRAMENTO KINGS,WIN,1267,5,8,0,0,3,3,2,5,0,1,1,2,2,11.2,2019-03-19
Jarrett Allen,11274,allenja01,BROOKLYN NETS,AWAY,LOS ANGELES LAKERS,WIN,1674,4,7,0,0,5,8,3,8,0,0,1,2,2,10.9,2019-03-22
Jarrett Allen,11767,allenja01,BROOKLYN NETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1542,3,8,0,0,4,8,3,5,2,0,0,2,6,4.6,2019-03-25
Jarrett Allen,12230,allenja01,BROOKLYN NETS,AWAY,PHILADELPHIA 76ERS,LOSS,524,2,3,0,0,0,0,2,2,1,0,0,1,1,4.0,2019-03-28
Jarrett Allen,12482,allenja01,BROOKLYN NETS,HOME,BOSTON CELTICS,WIN,1790,2,3,0,0,6,8,0,7,3,0,2,2,1,11.1,2019-03-30
Jason Smith,96,smithja02,MILWAUKEE BUCKS,HOME,DETROIT PISTONS,WIN,263,0,1,0,0,0,0,0,2,0,0,0,0,0,-0.1,2019-01-01
Jason Smith,472,smithja02,MILWAUKEE BUCKS,HOME,ATLANTA HAWKS,WIN,842,3,4,2,3,0,0,0,2,0,1,2,2,1,7.0,2019-01-04
Jason Smith,2041,smithja02,MILWAUKEE BUCKS,AWAY,ATLANTA HAWKS,WIN,203,0,1,0,1,2,2,0,1,0,0,0,2,2,-1.2,2019-01-13
Jason Smith,2266,smithja02,MILWAUKEE BUCKS,HOME,MIAMI HEAT,WIN,462,1,1,1,1,0,0,0,2,1,0,0,0,0,4.0,2019-01-15
Jason Smith,2479,smithja02,MILWAUKEE BUCKS,AWAY,MEMPHIS GRIZZLIES,WIN,366,0,3,0,3,0,0,0,0,0,1,0,0,2,-1.9,2019-01-16
Jason Smith,9838,smithja02,NEW ORLEANS PELICANS,HOME,MILWAUKEE BUCKS,LOSS,375,0,4,0,3,0,0,1,2,0,0,0,0,0,-1.5,2019-03-12
Jason Smith,10209,smithja02,NEW ORLEANS PELICANS,HOME,PORTLAND TRAIL BLAZERS,LOSS,843,2,5,2,4,2,2,1,0,1,0,0,1,3,4.5,2019-03-15
Jawun Evans,5013,evansja01,PHOENIX SUNS,HOME,ATLANTA HAWKS,LOSS,262,0,0,0,0,0,0,0,0,1,1,0,0,1,1.3,2019-02-02
Jawun Evans,5553,evansja01,PHOENIX SUNS,AWAY,UTAH JAZZ,LOSS,674,1,3,0,0,0,0,0,2,1,0,0,1,1,0.2,2019-02-06
Jawun Evans,6689,evansja01,PHOENIX SUNS,AWAY,LOS ANGELES CLIPPERS,LOSS,137,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0,2019-02-13
Jaylen Adams,2286,adamsja01,ATLANTA HAWKS,HOME,OKLAHOMA CITY THUNDER,WIN,927,1,4,0,1,0,0,0,0,2,2,0,0,4,1.4,2019-01-15
Jaylen Adams,5656,adamsja01,ATLANTA HAWKS,HOME,TORONTO RAPTORS,LOSS,135,1,2,1,1,2,2,1,0,0,0,0,1,0,3.7,2019-02-07
Jaylen Adams,7009,adamsja01,ATLANTA HAWKS,HOME,DETROIT PISTONS,LOSS,687,1,1,1,1,0,0,0,0,4,0,0,1,1,4.1,2019-02-22
Jaylen Adams,7314,adamsja01,ATLANTA HAWKS,HOME,PHOENIX SUNS,WIN,863,0,1,0,1,0,0,1,1,1,0,0,2,2,-1.8,2019-02-23
Jaylen Adams,7517,adamsja01,ATLANTA HAWKS,AWAY,HOUSTON ROCKETS,LOSS,809,2,4,2,3,0,0,0,3,2,0,1,0,3,5.8,2019-02-25
Jaylen Adams,7888,adamsja01,ATLANTA HAWKS,HOME,MINNESOTA TIMBERWOLVES,WIN,329,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.4,2019-02-27
Jaylen Adams,8141,adamsja01,ATLANTA HAWKS,HOME,CHICAGO BULLS,LOSS,712,1,4,1,4,0,0,1,2,2,0,0,0,1,2.9,2019-03-01
Jaylen Adams,8434,adamsja01,ATLANTA HAWKS,AWAY,CHICAGO BULLS,WIN,1560,5,9,4,7,0,0,0,4,4,0,0,3,1,10.3,2019-03-03
Jaylen Adams,8586,adamsja01,ATLANTA HAWKS,AWAY,MIAMI HEAT,LOSS,1093,3,5,2,3,0,0,1,0,4,1,0,1,1,8.8,2019-03-04
Jaylen Adams,8975,adamsja01,ATLANTA HAWKS,HOME,SAN ANTONIO SPURS,LOSS,943,1,5,1,4,0,0,0,2,1,2,0,2,3,0.0,2019-03-06
Jaylen Adams,9341,adamsja01,ATLANTA HAWKS,HOME,BROOKLYN NETS,LOSS,1161,1,6,1,6,0,0,1,2,3,0,0,1,1,1.2,2019-03-09
Jaylen Adams,9494,adamsja01,ATLANTA HAWKS,HOME,NEW ORLEANS PELICANS,WIN,1014,1,4,1,3,0,0,1,3,3,0,0,0,0,4.3,2019-03-10
Jaylen Adams,9913,adamsja01,ATLANTA HAWKS,HOME,MEMPHIS GRIZZLIES,WIN,1391,3,7,2,6,0,0,1,2,5,0,0,3,3,4.9,2019-03-13
Jaylen Adams,10388,adamsja01,ATLANTA HAWKS,AWAY,BOSTON CELTICS,LOSS,847,1,1,1,1,0,0,0,2,2,0,0,0,3,3.5,2019-03-16
Jaylen Adams,10570,adamsja01,ATLANTA HAWKS,AWAY,ORLANDO MAGIC,LOSS,957,2,5,1,3,0,1,0,3,1,0,0,1,2,1.7,2019-03-17
Jaylen Adams,10900,adamsja01,ATLANTA HAWKS,HOME,HOUSTON ROCKETS,LOSS,982,0,4,0,3,0,0,1,0,4,0,0,0,2,-0.1,2019-03-19
Jaylen Adams,11220,adamsja01,ATLANTA HAWKS,HOME,UTAH JAZZ,WIN,569,0,0,0,0,0,0,0,2,2,0,0,3,0,-1.0,2019-03-21
Jaylen Adams,11479,adamsja01,ATLANTA HAWKS,HOME,PHILADELPHIA 76ERS,WIN,761,2,3,1,2,0,1,0,4,1,0,0,0,2,4.4,2019-03-23
Jaylen Adams,12002,adamsja01,ATLANTA HAWKS,AWAY,NEW ORLEANS PELICANS,WIN,673,0,1,0,1,0,0,0,0,0,0,0,0,2,-1.5,2019-03-26
Jaylen Adams,12368,adamsja01,ATLANTA HAWKS,HOME,PORTLAND TRAIL BLAZERS,LOSS,981,1,4,0,3,4,4,1,2,2,0,1,0,3,5.8,2019-03-29
Jaylen Adams,12697,adamsja01,ATLANTA HAWKS,HOME,MILWAUKEE BUCKS,WIN,1053,3,7,2,6,0,0,0,2,2,1,1,2,3,4.8,2019-03-31
Jaylen Brown,236,brownja02,BOSTON CELTICS,HOME,MINNESOTA TIMBERWOLVES,WIN,1745,4,7,1,2,1,2,0,5,2,1,1,5,5,3.9,2019-01-02
Jaylen Brown,389,brownja02,BOSTON CELTICS,HOME,DALLAS MAVERICKS,WIN,1641,9,15,2,4,1,1,0,2,2,3,0,1,4,16.5,2019-01-04
Jaylen Brown,1058,brownja02,BOSTON CELTICS,HOME,BROOKLYN NETS,WIN,1411,2,6,0,1,0,0,1,4,4,0,0,4,5,-0.7,2019-01-07
Jaylen Brown,1255,brownja02,BOSTON CELTICS,HOME,INDIANA PACERS,WIN,1724,7,12,2,5,6,8,0,7,3,1,1,0,4,19.9,2019-01-09
Jaylen Brown,1531,brownja02,BOSTON CELTICS,AWAY,MIAMI HEAT,LOSS,830,1,5,0,1,0,1,1,1,1,0,1,0,0,0.9,2019-01-10
Jaylen Brown,1830,brownja02,BOSTON CELTICS,AWAY,ORLANDO MAGIC,LOSS,1438,5,9,2,3,1,2,2,2,0,0,0,2,4,6.7,2019-01-12
Jaylen Brown,2063,brownja02,BOSTON CELTICS,AWAY,BROOKLYN NETS,LOSS,1943,9,18,2,6,2,3,2,4,0,2,1,0,4,16.3,2019-01-14
